,bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,year,number_of_books
6722,26289,Trust Fund,Stephen W. Frey,3.72,345428307,9.78035E+12,eng,358,607,22,1/2/2002,Fawcett Books,2002,3
6723,26292,The Chairman (Christian Gillette  #1),Stephen W. Frey,3.98,345457617,9.78035E+12,eng,415,2173,89,12/27/2005,Fawcett Books,2005,3
6724,44630,The Inner Sanctum,Stephen W. Frey,3.64,451190149,9.78045E+12,eng,448,472,36,7/1/1998,Signet,1998,3
6725,26298,The Mystery in the Rocky Mountains,Carole Marsh,3.73,063502389X,7.1043E+11,eng,145,34,6,4/1/2001,Carole Marsh Mysteries,2001,1
6726,26321,The Elder Scrolls IV: Oblivion -- Revised & Expanded (Xbox360  PC) (Prima Official Game Guide),Peter Olafson,4.29,076155548X,9.78076E+12,eng,432,57,4,9/10/2007,Prima Games,2007,1
6727,26324,Social Intelligence: The New Science of Human Relationships,Daniel Goleman,3.98,553803522,9.78055E+12,eng,403,10327,318,9/26/2006,Bantam Books,2006,4
6728,26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,4.01,055380491X,9.78055E+12,eng,384,63501,1663,9/26/2006,Bantam,2006,4
6729,26330,Healing Emotions: Conversations with the Dalai Lama on Mindfulness  Emotions  and Health,Daniel Goleman,4.04,1590300106,9.78159E+12,eng,288,302,8,1/14/2003,Shambhala,2003,4
6730,27537,Working with Emotional Intelligence,Daniel Goleman,3.81,553378589,9.78055E+12,eng,400,3265,187,1/4/2000,Bantam,2000,4
6731,26348,Paris 1919: Six Months that Changed the World,Margaret MacMillan/Richard Holbrooke,4.08,375760520,9.78038E+12,eng,570,9679,640,9/9/2003,Random House Trade,2003,1
6732,26415,Existentialism from Dostoevsky to Sartre,Walter Kaufmann,4.08,452009308,9.78045E+12,eng,384,5011,88,3/1/1975,Plume,1975,1
6733,26417,Anti-Semite and Jew: An Exploration of the Etiology of Hate,Jean-Paul Sartre/Michael Walzer/George J. Becker,3.8,805210474,9.78081E+12,eng,176,631,60,4/25/1995,Schocken,1995,1
6734,26420,CSS: The Definitive Guide,Eric A. Meyer,4.0,596527330,9.7806E+12,eng,518,961,29,11/1/2006,O'Reilly Media,2006,1
6735,26425,Fullmetal Alchemist: The Abducted Alchemist (Fullmetal Alchemist  #2),Makoto Inoue/Hiromu Arakawa/Alexander O. Smith/Rich Amtower,4.57,1421502224,9.78142E+12,eng,240,2779,19,1/10/2006,VIZ Media LLC,2006,1
6736,26436,Programming in C,Stephen G. Kochan,3.96,672326663,7.52063E+11,eng,576,222,16,7/8/2004,Sams,2004,1
6737,26439,Absolute C++,Walter J. Savitch,3.83,321468937,9.78032E+12,eng,943,36,4,3/1/2007,Addison Wesley,2007,1
6738,26447,The Odyssey,Homer/Edward McCrorie/Richard P. Martin,3.76,801882672,9.7808E+12,eng,472,57,2,8/23/2005,Johns Hopkins University Press,2005,1
6739,26449,Bulfinch's Mythology,Thomas Bulfinch/Richard P. Martin,4.1,62700251,9.78006E+12,eng,768,66,7,12/24/1991,Collins Reference,1991,1
6740,26472,Isak Dinesen: The Life of a Storyteller,Judith Thurman,4.06,312135254,9.78031E+12,eng,512,1041,53,10/15/1995,Picador,1995,1
6741,26475,Letters from Africa  1914-1931,Isak Dinesen/Karen Blixen/Frans Lasson/Anne   Born,4.21,226153118,9.78023E+12,eng,516,489,12,4/15/1984,University Of Chicago Press,1984,1
6742,26480,Witness,Karen Hesse,3.72,439272009,9.78044E+12,eng,161,4667,703,3/1/2003,Scholastic Paperbacks,2003,2
6743,26482,The Music of Dolphins,Karen Hesse,3.82,590897985,9.78059E+12,eng,181,6015,566,2/1/1998,Scholastic Paperbacks,1998,2
6744,26481,The Cats In Krasinski Square,Karen Hesse/Wendy Watson,4.13,439435404,9.78044E+12,eng,32,955,195,8/1/2004,Scholastic Press,2004,1
6745,26503,Verbatim: From the bawdy to the sublime  the best writing on language for word lovers  grammar mavens  and armchair linguists,Erin McKean,3.59,015601209X,9.78016E+12,eng,372,124,17,10/17/2001,Mariner Books,2001,1
6746,26522,Three Plays of Euripides: Alcestis/Medea/The Bacchae,Euripides/Paul Roche,3.97,393093123,9.78039E+12,eng,144,243,23,2/17/1974,W.W. Norton & Company,1974,1
6747,26576,Night of Blood (Dragonlance: The Minotaur Wars  #1),Richard A. Knaak/Margaret Weis,3.91,786931965,9.78079E+12,eng,372,1307,22,2/1/2004,Wizards of the Coast,2004,1
6748,26588,Tsunamis and Other Natural Disasters (Magic Tree House Research Guide  #15),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,4.03,375832211,9.78038E+12,eng,128,466,15,2/27/2007,Random House Books for Young Readers,2007,3
6749,26591,Ancient Greece and the Olympics (Magic Tree House Research Guide  #10),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,4.05,375823786,9.78038E+12,eng,119,1073,30,6/8/2004,Random House Books for Young Readers,2004,3
6750,26592,Ancient Rome and Pompeii (Magic Tree House Research Guide  #14),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,4.07,375832203,9.78038E+12,eng,128,659,30,4/25/2006,Random House for Young Readers,2006,3
6751,26595,Earthquake in the Early Morning (Magic Tree House  #24),Mary Pope Osborne/Salvatore Murdocca,3.94,067989070X,9.78068E+12,eng,96,6816,227,6/15/2010,Random House for Young Readers,2010,2
6752,32184,Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne/Salvatore Murdocca,3.85,375806156,9.78038E+12,eng,73,6361,209,9/24/2002,Random House Books for Young Readers,2002,2
6753,26596,E.E. Cummings: Complete Poems 1904-1962 (Revised  Corrected  and Expanded Edition),E.E. Cummings/George J. Firmage,4.35,871401525,9.78087E+12,eng,1136,19542,184,4/17/1994,Liveright/W.W. Norton & Company  Inc.,1994,1
6754,26599,Selected Poems,E.E. Cummings/Richard S. Kennedy,4.22,871401541,9.78087E+12,eng,208,12438,264,8/17/2007,Liveright,2007,2
6755,26603,Tulips & Chimneys,E.E. Cummings/Richard S. Kennedy,4.38,871401657,9.78087E+12,eng,208,1206,49,8/17/1996,Liveright Publishing Corp.,1996,2
6756,26666,Things Pondered: From the Heart of a Lesser Woman,Beth Moore,4.09,805427317,9.78081E+12,eng,160,283,24,4/1/2004,B Books,2004,1
6757,26673,The Punisher  Vol. 6: Confederacy of Dunces,Garth Ennis,4.0,785113444,9.78079E+12,eng,144,289,11,4/1/2004,Marvel Comics Group,2004,1
6758,26689,Thunderbird Falls  (Walker Papers  #2),C.E. Murphy,3.85,373802358,9.78037E+12,eng,408,5729,256,4/25/2006,Luna Books,2006,2
6759,26690,Coyote Dreams (Walker Papers  #3),C.E. Murphy,4.0,373802722,9.78037E+12,eng,408,5810,200,4/24/2007,Luna Books,2007,2
6760,26695,Savage Anamoly: The Power of Spinozaâ€™s Metaphysics and Politics,Antonio Negri/Michael Hardt,3.96,816636702,9.78082E+12,eng,304,49,3,12/1/1999,Univ Of Minnesota Press,1999,1
6761,26696,Time for Revolution,Antonio Negri/Matteo Mandarini,3.7,826479316,9.78083E+12,eng,271,45,2,5/1/2005,Bloomsbury Academic,2005,1
6762,26722,Act of Treason (Mitch Rapp  #9),Vince Flynn,4.29,743270371,9.78074E+12,eng,432,38757,826,10/10/2006,Atria Books,2006,2
6763,26723,Act of Treason (Mitch Rapp  #9),Vince Flynn,4.29,1416542264,9.78142E+12,eng,467,768,47,8/28/2007,Pocket Books,2007,2
6764,26738,President Dad  Volume 2,Ju-Yeon Rhim,3.49,1595322353,9.7816E+12,eng,168,73,1,3/8/2005,TokyoPop,2005,1
6765,26748,Game of Shadows: Barry Bonds  BALCO  and the Steroids Scandal that Rocked Professional Sports,Mark Fainaru-Wada/Lance Williams,3.81,1592402682,9.78159E+12,eng,348,165,24,3/1/2007,Avery,2007,1
6766,26766,Dark Water's Embrace (Mictlan  #1),Stephen Leigh,3.77,380794780,9.78038E+12,eng,331,78,10,3/1/1998,Harper Voyager,1998,1
6767,26768,In Dark Waters,Mary Burton,3.81,373274483,9.78037E+12,eng,249,95,10,6/28/2005,Silhouette Books,2005,1
6768,26779,Oswald Chambers  Abandoned to God: The Life Story of the Author of My Utmost for His Highest,David McCasland/Oswald Chambers,4.45,1572930500,9.78157E+12,eng,352,1372,87,9/1/1998,Our Daily Bread Publishing,1998,1
6769,26784,Abandoned Prayers: The Incredible True Story of Murder  Obsession and Amish Secrets,Gregg Olsen,3.79,312982011,9.78031E+12,eng,399,1458,98,6/16/2003,St. Martin's True Crime,2003,1
6770,26805,The Sibley Field Guide to Birds of Western North America,David Allen Sibley,4.69,679451218,9.78068E+12,eng,473,730,36,4/29/2003,Alfred A. Knopf,2003,1
6771,26835,Can't Win With You 1,Satosumi Takaguchi/Yukine Honami,3.57,1569708126,9.78157E+12,eng,176,77,3,8/15/2007,Digital Manga Publishing,2007,1
6772,26853,The Fate of Reason: German Philosophy from Kant to Fichte,Frederick C. Beiser,4.52,067429503X,9.78067E+12,eng,410,118,8,10/15/1993,Harvard University Press,1993,1
6773,26860,Michael's Golden Rules,Deloris Jordan/Roslyn M. Jordan/Michael Jordan/Kadir Nelson,3.93,689870167,9.78069E+12,eng,32,83,22,1/23/2007,Simon  Schuster/Paula Wiseman Books,2007,1
6774,26871,Confessions of an Actor,Laurence Olivier,3.69,671417010,9.78067E+12,eng,348,279,19,12/31/1982,Simon & Schuster,1982,1
6775,26908,The Arabian Nightmare,Robert Irwin,3.84,1585672173,9.78159E+12,eng,282,411,32,4/30/2002,Harry N. Abrams,2002,1
6776,26919,Continental Drift,Russell Banks,3.87,60854944,9.78006E+12,eng,408,2824,299,3/13/2007,Harper Perennial Modern Classics,2007,4
6777,26920,The Darling,Russell Banks,3.78,60957352,9.78006E+12,eng,400,1986,246,10/11/2005,Harper Perennial,2005,4
6778,26930,Success Stories,Russell Banks,3.72,60927194,9.78006E+12,eng,192,155,11,4/26/1996,Harper Perennial,1996,4
6779,26931,Cloudsplitter,Russell Banks,3.91,60930861,9.78006E+12,eng,758,3618,425,1/27/1999,Harper Perennial,1999,4
6780,26950,The Custom of the Country,Edith Wharton/Linda Wagner-Martin,4.03,143039709,9.78014E+12,eng,370,7717,742,9/28/2006,Penguin Classics,2006,1
6781,26968,Quicksand,Nella Larsen,3.68,486451402,9.78049E+12,eng,125,181,29,9/15/2006,Dover Publications,2006,1
6782,26973,Their Eyes Were Watching God,Zora Neale Hurston/Ruby Dee,3.91,60776536,9.78006E+12,eng,7,421,99,11/23/2004,Caedmon,2004,1
6783,26979,Novels and Stories,Zora Neale Hurston/Cheryl A. Wall,4.37,940450836,9.78094E+12,eng,1054,564,30,2/1/1995,Library of America,1995,1
6784,27006,Chop Shop (Bug Man  #2),Tim Downs,4.22,1582294011,9.78158E+12,eng,352,923,75,7/1/2004,Howard Books,2004,2
6785,27009,Shoofly Pie (Bug Man  #1),Tim Downs,4.18,1582293082,9.78158E+12,eng,371,1425,130,7/1/2003,Howard Books,2003,2
6786,27023,RG Veda  Vol. 01,CLAMP,3.72,1595324844,9.7816E+12,eng,197,820,31,4/12/2005,Tokyopop,2005,2
6787,31983,X/1999  Volume 01: Prelude,CLAMP,3.96,1569319499,9.78157E+12,eng,200,3138,68,4/30/2003,VIZ Media LLC,2003,2
6788,27049,Satan in Goray,Isaac Bashevis Singer/Jacob Sloan/Ruth R. Wisse,3.85,374524793,9.78037E+12,eng,288,853,54,7/31/1996,Farrar  Straus and Giroux,1996,1
6789,27051,Lights Out,Peter Abrahams,3.65,345445783,9.78035E+12,eng,352,208,16,6/25/2002,Fawcett Books,2002,2
6790,27052,Behind the Curtain (Echo Falls  #2),Peter Abrahams,3.9,60737042,9.78006E+12,eng,352,30,4,4/25/2006,HarperCollins,2006,2
6791,27059,Her Smoke Rose Up Forever,James Tiptree Jr.,4.21,1892391201,9.78189E+12,eng,508,3190,325,11/1/2004,Tachyon Publications,2004,2
6792,27066,The Starry Rift,James Tiptree Jr.,3.81,312890214,9.78031E+12,eng,250,232,25,9/1/1994,Orb Books,1994,2
6793,27118,The Roman Empire,Colin      Wells,3.58,674777700,9.78067E+12,eng,384,110,7,8/11/1995,Harvard University Press,1995,1
6794,27149,Economics,Paul Krugman/Robin Wells,3.99,716799561,9.78072E+12,eng,1088,120,5,4/6/2007,Worth Publishers,2007,1
6795,27150,Development  Geography  and Economic Theory,Paul Krugman,4.0,026261135X,9.78026E+12,eng,127,81,3,8/21/1997,MIT Press,1997,2
6796,27151,Pop Internationalism,Paul Krugman,3.68,262611333,9.78026E+12,eng,221,310,16,2/24/1997,MIT Press,1997,2
6797,27194,Pictures Showing What Happens on Each Page of Thomas Pynchon's Novel Gravity's Rainbow,Zak Smith/Steve Erickson,4.1,977312798,9.78098E+12,eng,784,490,41,11/30/2006,Tin House Books,2006,1
6798,27204,The Gospel According to Luke,Anonymous/Thomas Cahill,4.64,802136184,9.7808E+12,eng,81,169,17,10/29/1999,Grove Press,1999,1
6799,27208,The Third Policeman,Flann O'Brien/Denis Donoghue,4.01,156478214X,9.78156E+12,eng,200,12452,1179,3/1/1999,Dalkey Archive Press,1999,1
6800,27222,The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War,Thucydides/Robert B. Strassler/Richard Crawley/Victor Davis Hanson,3.9,684827905,9.78068E+12,eng,713,1751,170,9/10/1998,Free Press,1998,1
6801,27243,Dancing in the Flames: The Dark Goddess in the Transformation of Consciousness,Marion Woodman/Elinor Dickson,4.24,1570623139,9.78157E+12,eng,256,375,24,5/6/1997,Shambhala,1997,1
6802,27252,Pope Joan,Donna Woolfolk Cross,4.08,345416260,9.78035E+12,eng,422,56471,3809,6/9/2009,Ballantine Books (NY),2009,1
6803,27253,Pope Joan: Translated & Adapted from the Greek,Emmanuel Rhoides/Lawrence Durrell,3.92,720610656,9.78072E+12,eng,200,266,19,3/1/2000,Peter Owen Publishers,2000,1
6804,27266,Glass Houses (The Morganville Vampires  #1),Rachel Caine,3.92,451219945,9.78045E+12,eng,239,83997,3992,10/3/2006,NAL Jam,2006,2
6805,28650,Thin Air (Weather Warden  #6),Rachel Caine,3.96,451461630,9.78045E+12,eng,307,5875,182,8/7/2007,Roc,2007,2
6806,27269,The Glass House (Captain Lacey  #3),Ashley Gardner,4.04,425199436,9.78043E+12,eng,256,1123,62,12/7/2004,Berkley,2004,1
6807,27295,Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women,Euripides/Aeschylus/Edith Hamilton,4.06,393002039,9.78039E+12,eng,240,77,13,11/28/1958,W.W. Norton & Company,1958,1
6808,27297,The Analects,Confucius/D.C. Lau,3.83,140443487,9.78014E+12,eng,249,12131,319,9/27/1979,Penguin Books Ltd,1979,1
6809,27298,The Twentieth Wife (Taj Mahal Trilogy  #1),Indu Sundaresan,4.04,743428188,9.78074E+12,eng,380,11380,1253,2/18/2003,Washington Square Press,2003,1
6810,27313,The Analects of Confucius: A Philosophical Translation,Confucius/Henry Rosemont Jr./Roger T. Ames,3.83,345434072,9.78035E+12,eng,352,180,16,9/7/1999,Ballantine Books,1999,1
6811,27315,Analects,Confucius/Edward Slingerland,3.83,872206351,9.78087E+12,eng,312,115,17,9/15/2003,Hackett Publishing Company  Inc.,2003,1
6812,27323,Hiroshima,John Hersey,3.97,679721037,9.78068E+12,eng,152,52567,2358,3/4/1989,Vintage,1989,2
6813,27326,The Wall,John Hersey,4.28,394756967,9.78039E+12,eng,640,1829,57,3/12/1988,Vintage Books,1988,2
6814,27333,Silent Spring,Rachel Carson/Linda Lear/Edward O. Wilson,3.97,618249060,9.78062E+12,eng,378,30281,1694,10/22/2002,Mariner Books,2002,1
6815,27356,Black Meets White,Justine Korman Fontes/Geoff Waring,3.5,763619337,9.78076E+12,eng,24,50,11,7/12/2005,Candlewick Press,2005,1
6816,27363,Back Bay (Peter Fallon  #1),William Martin,3.91,446363162,9.78045E+12,eng,532,1614,173,7/1/1992,Grand Central Publishing,1992,1
6817,27397,A Civil Action,Jonathan Harr,3.97,679772677,9.78068E+12,eng,512,13628,754,8/27/1996,Vintage,1996,2
6818,27398,The Lost Painting,Jonathan Harr,3.74,375759867,9.78038E+12,eng,320,24619,765,11/7/2006,Random House Trade Paperbacks,2006,2
6819,27404,Gideon's Trumpet: How One Man  a Poor Prisoner  Took His Case to the Supreme Court-And Changed the Law of the United States,Anthony  Lewis,3.91,679723129,9.78068E+12,eng,288,2264,185,4/23/1989,Vintage,1989,1
6820,27410,The Library of Greek Mythology,Apollodorus/Robin Hard,3.98,192839241,9.78019E+12,eng,336,1047,34,2/25/1999,Oxford University Press,1999,1
6821,27418,Theogony / Works and Days,Hesiod/M.L. West,3.75,192839411,9.78019E+12,eng,79,9276,163,5/13/1999,Oxford University Press,1999,1
6822,27420,Theogony/Works and Days/Shield,Hesiod/Apostolos N. Athanassakis,3.97,801879841,9.7808E+12,eng,192,83,4,6/28/2004,Johns Hopkins University Press,2004,1
6823,27421,The Works and Days/Theogony/The Shield of Herakles,Hesiod/Richmond Lattimore,3.97,472081616,9.78047E+12,eng,256,90,8,11/15/1991,University of Michigan Press,1991,1
6824,27422,The Poems,Hesiod/R.M. Frazer/Mary Sue Roniger,3.75,806118466,9.78081E+12,eng,160,105,7,5/15/1983,University of Oklahoma Press,1983,1
6825,27424,Works of Hesiod and the Homeric Hymns,Hesiod/Daryl Hine,3.73,226329658,9.78023E+12,eng,230,34,4,1/15/2005,University of Chicago Press,2005,1
6826,27425,The Georgics of Virgil,Virgil/David Ferry,3.85,374530319,9.78037E+12,eng,224,85,12,5/2/2006,Farrar  Straus & Giroux,2006,2
6827,27427,The Eclogues of Virgil,Virgil/David Ferry,3.91,374526966,9.78037E+12,eng,112,74,12,6/15/2000,Farrar  Straus & Giroux,2000,2
6828,27426,The Death of Virgil,Hermann Broch/Jean Starr Untermeyer,4.19,679755489,9.78068E+12,eng,496,794,65,1/15/1995,Vintage,1995,1
6829,27428,The Art of the Personal Essay: An Anthology from the Classical Era to the Present,Phillip Lopate,4.19,385422989,9.78039E+12,eng,777,48,4,1/1/1994,Anchor Books,1994,3
6830,27432,The Art of the Personal Essay: An Anthology from the Classical Era to the Present,Phillip Lopate,4.19,038542339X,9.78039E+12,eng,777,2136,108,1/15/1997,Anchor,1997,3
6831,27434,Waterfront: A Walk Around Manhattan,Phillip Lopate,3.71,385497148,9.78039E+12,eng,450,254,34,5/10/2005,Anchor,2005,3
6832,27438,The DC Comics Encyclopedia,Scott Beatty/Robert Greenberger/Phil Jimenez/Daniel  Wallace,4.29,075660592X,9.78076E+12,eng,352,125,6,10/4/2004,DK Publishing,2004,1
6833,27440,The Marvel Encyclopedia,Tom DeFalco/Peter Sanderson/Michael Teitelbaum/Daniel  Wallace/Tom Brevoort/Andrew Darling,4.37,756623588,9.78076E+12,eng,352,1049,43,10/16/2006,DK,2006,1
6834,27445,Reinventing Jesus: How Contemporary Skeptics Miss the Real Jesus and Mislead Popular Culture,J. Ed Komoszewski/Daniel B. Wallace/M. James Sawyer,4.2,082542982X,9.78083E+12,eng,347,225,21,5/9/2006,Kregel Publications,2006,1
6835,27456,Daniel Deronda,George Eliot/Earl L. Dachslager/George Stade,3.84,1593082908,9.78159E+12,eng,784,206,47,1/30/2005,Barnes  Noble Classics,2005,1
6836,27457,King Leopold's Ghost,Adam Hochschild,4.15,618711678,9.78062E+12,eng,384,102,20,4/1/2006,Mariner Books,2006,2
6837,27668,Bury the Chains,Adam Hochschild,4.28,618619070,9.78062E+12,eng,496,1342,178,2/10/2006,Mariner Books,2006,2
6838,27473,The End of Days (The Earth Chronicles  #7),Zecharia Sitchin,4.08,61238236,9.78006E+12,eng,336,489,36,4/3/2007,William Morrow,2007,1
6839,27485,Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,4.15,60753633,9.78006E+12,eng,272,10138,994,9/5/2006,Harper,2006,1
6840,27486,The Mating Mind: How Sexual Choice Shaped the Evolution of Human Nature,Geoffrey Miller,4.1,038549517X,9.78039E+12,eng,528,2144,89,4/17/2001,Anchor Books,2001,1
6841,27491,The Evolution Of Desire: Strategies of Human Mating,David M. Buss,4.08,046500802X,9.78047E+12,eng,354,1459,78,6/26/2003,Basic Books,2003,1
6842,27503,The Liberated Bride,A.B. Yehoshua/Hillel Halkin,3.77,156030160,9.78016E+12,eng,576,457,44,10/4/2004,Mariner Books,2004,2
6843,30855,A Woman in Jerusalem,A.B. Yehoshua/Hillel Halkin,3.43,151012261,9.78015E+12,eng,256,851,132,8/14/2006,Houghton Mifflin Harcourt,2006,2
6844,27507,Plan of Attack,Bob Woodward/Alice Mayhew,3.68,743255488,9.78074E+12,eng,480,4603,121,10/11/2004,Simon & Schuster,2004,1
6845,27511,The Commanders,Bob Woodward,3.71,743234758,9.78074E+12,eng,400,527,26,1/1/2002,Simon & Schuster,2002,3
6846,27514,Veil: The Secret Wars of the CIA 1981-1987,Bob Woodward,3.67,743274032,9.78074E+12,eng,592,758,48,7/1/2005,Simon & Schuster,2005,3
6847,27515,Shadow: Five Presidents and the Legacy of Watergate,Bob Woodward,3.72,684852632,9.78068E+12,eng,608,1035,42,6/6/2000,Simon & Schuster,2000,3
6848,27516,The Brethren: Inside the Supreme Court,Bob Woodward/Scott Armstrong,4.11,743274024,9.78074E+12,eng,592,3841,189,7/1/2005,Simon & Schuster,2005,1
6849,27523,Left Behind (Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,3.83,842342702,9.78084E+12,eng,342,189090,3293,9/1/2000,Tyndale House Publishers,2000,9
6850,27525,Armageddon: The Cosmic Battle of the Ages (Left Behind  #11),Tim LaHaye/Jerry B. Jenkins,4.03,842332367,9.78084E+12,eng,395,15869,248,11/18/2003,Tyndale House Publishers,2003,9
6851,27526,Desecration (Left Behind  #9),Tim LaHaye/Jerry B. Jenkins,4.01,842332294,9.78084E+12,eng,432,21603,261,5/20/2002,Tyndale House Publishers,2002,9
6852,27528,Nicolae (Left Behind  #3),Tim LaHaye/Jerry B. Jenkins,3.96,078622469X,9.78079E+12,eng,530,30129,566,12/3/2005,Thorndike Press,2005,9
6853,30818,The Rapture: In the Twinkling of an Eye   (Before They Were Left Behind  #3),Tim LaHaye/Jerry B. Jenkins,4.15,1414305818,9.78141E+12,eng,351,2855,114,2/1/2007,Tyndale House Publishers,2007,9
6854,30820,Kingdom Come: The Final Victory (Left Behind  #13),Tim LaHaye/Jerry B. Jenkins,3.98,842360611,9.78084E+12,eng,356,4148,177,4/3/2007,Tyndale House Publishers,2007,9
6855,30821,John's Story: The Last Eyewitness (The Jesus Chronicles  #1),Tim LaHaye/Jerry B. Jenkins,3.94,399153896,9.7804E+12,eng,310,1144,108,12/1/2006,Putnam Adult,2006,9
6856,31154,The Regime: Evil Advances  (Before They Were Left Behind  #2),Tim LaHaye/Jerry B. Jenkins,4.11,141430577X,9.78141E+12,eng,391,3657,107,4/1/2006,Tyndale House Publishers,2006,9
6857,31157,The Rising: Antichrist is Born  (Before They Were Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,4.2,842361936,9.78084E+12,eng,400,14475,194,10/1/2005,Tyndale House Publishers,2005,9
6858,27533,Banker to the Poor: Micro-Lending and the Battle Against World Poverty,Muhammad Yunus/Alan Jolis,4.09,1586481983,9.78159E+12,eng,289,7776,737,10/16/2003,PublicAffairs,2003,1
6859,27539,On Intelligence,Jeff Hawkins/Sandra Blakeslee,4.12,805078533,9.78081E+12,eng,261,5347,396,8/1/2005,St. Martin's Griffin,2005,1
6860,27540,The Emotional Intelligence Quick Book: Everything You Need to Know to Put Your EQ to Work,Travis Bradberry/Jean Greaves/Patrick Lencioni,3.52,743273265,9.78074E+12,eng,185,708,68,6/7/2005,Touchstone,2005,1
6861,27541,Financial Intelligence: A Manager's Guide to Knowing What the Numbers Really Mean,Karen Berman/Joe Knight/John  Case,4.12,1591397642,9.78159E+12,eng,272,1870,92,1/1/2006,Harvard Business Review Press,2006,1
6862,27543,Artificial Intelligence: A Modern Approach,Stuart Russell/Peter Norvig,4.17,137903952,9.78014E+12,eng,1132,2689,79,12/20/2002,Prentice Hall,2002,1
6863,27550,Walking with the Wind: A Memoir of the Movement,John             Lewis/Michael D'Orso,4.49,156007088,9.78016E+12,eng,496,2052,253,10/18/1999,Mariner Books,1999,1
6864,27557,Jackie After Jack: Portrait of the Lady,Christopher Andersen/Christopher Andersen,3.95,446607436,9.78045E+12,eng,592,373,27,3/1/1999,Grand Central Publishing,1999,1
6865,27566,To Battle the Gods (Jalav  Amazon Warrior  #5),Sharon Green,4.07,886771285,9.78089E+12,eng,446,87,1,5/6/1986,DAW,1986,1
6866,27574,A Tale of Love and Darkness,Amos Oz/Nicholas de Lange,4.22,015603252X,9.78016E+12,eng,560,5325,520,11/1/2005,Harvest / Harcourt,2005,1
6867,27577,What Went Wrong? The Clash Between Islam & Modernity in the Middle East,Bernard Lewis,3.49,60516054,9.78006E+12,eng,186,2474,257,1/7/2003,Harper Perennial,2003,1
6868,27578,Not Even Wrong: The Failure of String Theory and the Search for Unity in Physical Law,Peter Woit,3.93,465092756,9.78047E+12,eng,291,1495,52,9/4/2006,Basic Books,2006,1
6869,27579,Boy  Were  We Wrong About Dinosaurs!,Kathleen V. Kudlinski/S.D. Schindler,3.93,525469788,9.78053E+12,eng,32,254,73,9/22/2005,Dutton Books for Young Readers,2005,1
6870,27580,There Is Nothing Wrong with You: Going Beyond Self-Hate,Cheri Huber/June Shiver,4.18,971030901,9.78097E+12,eng,239,1623,101,10/1/2001,Keep It Simple Books,2001,2
6871,30702,Be the Person You Want to Find: Relationship and Self-Discovery,Cheri Huber/June Shiver,4.25,963625527,9.78096E+12,eng,228,278,22,9/1/1997,Keep It Simple Books,1997,2
6872,27584,Sixty Million Frenchmen Can't Be Wrong,Jean-BenoÃ®t Nadeau/Julie Barlow,3.74,1402200455,9.7814E+12,eng,351,2164,212,5/1/2003,Sourcebooks,2003,1
6873,27585,The Perfect Wrong Note: Learning to Trust Your Musical Self,William Westney,4.24,1574671456,9.78157E+12,eng,239,191,20,6/1/2006,Hal Leonard Pub Corp,2006,1
6874,27586,In the Footsteps of Mr. Kurtz: Living on the Brink of Disaster in Mobutu's Congo,Michela Wrong,3.99,60934433,9.78006E+12,eng,338,2387,115,5/28/2002,Harper Perennial,2002,1
6875,27588,Acts of Faith,Philip Caputo,3.94,375725970,9.78038E+12,eng,688,1617,231,5/9/2006,Vintage,2006,1
6876,27599,The Cross From A Distance: Atonement In Mark's Gospel,Peter G. Bolt,3.89,083082619X,9.78083E+12,eng,213,50,11,12/9/2004,IVP Academic,2004,1
6877,27601,Cults in Our Midst: The Continuing Fight Against Their Hidden Menace,Margaret Thaler Singer/Robert Jay Lifton,3.95,787967416,9.78079E+12,eng,432,196,25,4/11/2003,Jossey-Bass,2003,1
6878,27607,Mortals,Norman Rush,3.74,679737111,9.78068E+12,eng,736,469,57,7/13/2004,Vintage,2004,2
6879,27609,Whites,Norman Rush,3.77,679738169,9.78068E+12,eng,160,382,42,9/1/1992,Vintage,1992,2
6880,27624,Howards End,E.M. Forster/Benjamin DeMott/Regina Marler,3.96,451530462,9.78045E+12,eng,312,104,13,11/6/2007,Signet,2007,1
6881,27652,Accidental Empires,Robert X. Cringely,4.01,887308554,9.78089E+12,eng,384,1570,63,9/13/1996,Harper Business,1996,1
6882,27660,The Complete ACOA Sourcebook: Adult Children of Alcoholics at Home  at Work and in Love,Janet Geringer Woititz/Robert J. Ackerman,4.09,1558749608,9.78156E+12,eng,500,152,12,3/8/2002,Health Communications Inc,2002,1
6883,27689,Mary Stewart's Merlin Trilogy (Arthurian Saga  #1-3),Mary  Stewart,4.39,688003478,9.78069E+12,eng,928,4146,175,9/7/2004,Harper Voyager,2004,8
